symbol,window,timestamp,price
BUSD,crisis,1678669074,1.006
BUSD,crisis,1678672650,0.998893
BUSD,crisis,1678676399,0.999288433530874
BUSD,crisis,1678680061,0.9987564459090136
BUSD,crisis,1678683650,0.9946240304423632
BUSD,crisis,1678687064,0.993419
BUSD,crisis,1678690892,0.9958171018284068
BUSD,crisis,1678694467,0.9888419055299797
BUSD,crisis,1678697879,0.994042
BUSD,crisis,1678701733,0.998968
BUSD,crisis,1678705223,1.0040678272197705
BUSD,crisis,1678708866,1.003486087528376
BUSD,crisis,1678712253,1.002
BUSD,crisis,1678716067,1.002866675796145
BUSD,crisis,1678719612,1.0084683022546708
BUSD,crisis,1678723198,1.006306310232397
BUSD,crisis,1678726975,1.0066768098077263
BUSD,crisis,1678730464,1.0099208447507764
BUSD,crisis,1678734014,1.0068987712085224
BUSD,crisis,1678737582,1.0084085820692155
BUSD,crisis,1678741224,0.9976937099244648
BUSD,crisis,1678744808,0.9998732523843543
BUSD,crisis,1678748434,1.0007348430960994
BUSD,crisis,1678752160,1.003
BUSD,crisis,1678755450,1.002
BUSD,crisis,1678759368,1.007
BUSD,crisis,1678762671,1.0
BUSD,crisis,1678766276,1.001
BUSD,crisis,1678769875,1.002
BUSD,crisis,1678773469,0.998394
BUSD,crisis,1678777074,0.999735
BUSD,crisis,1678780668,0.997845
BUSD,crisis,1678784263,1.0
BUSD,crisis,1678787873,0.999982
BUSD,crisis,1678791474,1.002
BUSD,crisis,1678795061,1.003
BUSD,crisis,1678798944,1.018
BUSD,crisis,1678802263,0.996597
BUSD,crisis,1678805822,1.005
BUSD,crisis,1678809477,0.9987
BUSD,crisis,1678813337,0.998014
BUSD,crisis,1678816667,0.997624
BUSD,crisis,1678820522,0.985461
BUSD,crisis,1678824165,1.01
BUSD,crisis,1678827775,0.998425
BUSD,crisis,1678831069,1.001
BUSD,crisis,1678834668,1.0
BUSD,crisis,1678838270,1.002
BUSD,crisis,1678841870,1.001
BUSD,crisis,1678845469,1.001
BUSD,crisis,1678849073,1.002
BUSD,crisis,1678852968,1.001
BUSD,crisis,1678856274,1.001
BUSD,crisis,1678859871,0.998255
BUSD,crisis,1678863474,1.0
BUSD,crisis,1678867375,1.003
BUSD,crisis,1678870676,0.999957
BUSD,crisis,1678874273,0.997178
BUSD,crisis,1678877875,1.003
BUSD,crisis,1678881468,1.004
BUSD,crisis,1678885070,1.005
BUSD,crisis,1678888661,0.997249
BUSD,crisis,1678892274,1.002
BUSD,crisis,1678895870,0.998586
BUSD,crisis,1678899473,0.99875
BUSD,crisis,1678903076,1.004
BUSD,crisis,1678906668,1.004
BUSD,crisis,1678910273,1.003
BUSD,crisis,1678913866,1.002
BUSD,crisis,1678917462,1.003
BUSD,crisis,1678921047,1.003
BUSD,crisis,1678924672,1.001
BUSD,crisis,1678928272,1.002
BUSD,crisis,1678931866,1.004
BUSD,crisis,1678935475,1.002
BUSD,crisis,1678939051,1.003
BUSD,crisis,1678942666,1.001
BUSD,crisis,1678946278,1.002
BUSD,crisis,1678949876,1.004
BUSD,crisis,1678953475,1.003
BUSD,crisis,1678957064,1.003
BUSD,crisis,1678960969,1.003
BUSD,crisis,1678964271,1.002
BUSD,crisis,1678967864,1.003
BUSD,crisis,1678971470,1.004
BUSD,crisis,1678975051,1.007
BUSD,crisis,1678978669,1.006
BUSD,crisis,1678982556,1.005
BUSD,crisis,1678985884,1.006
BUSD,crisis,1678989473,1.005
BUSD,crisis,1678993075,1.006
BUSD,crisis,1678996966,1.005
BUSD,crisis,1679000276,1.001
BUSD,crisis,1679003874,1.009
BUSD,crisis,1679007474,1.005
GUSD,calm,1676505482,1.001
GUSD,calm,1676509317,0.997903434057325
